ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan
940,56.0,32,8.0,93943,2.0,0.3,1.0,0,0.0,0.0,1,1.0,0
941,61.0,36,193.0,94303,1.0,4.7,3.0,203,0.0,0.0,1,0.0,1
942,38.0,13,129.0,92093,4.0,4.4,1.0,140,0.0,0.0,0,0.0,1
943,55.0,29,30.0,91320,4.0,0.7,2.0,0,0.0,0.0,0,1.0,0
944,30.0,4,80.0,94701,4.0,1.8,2.0,0,0.0,0.0,0,0.0,0
945,41.0,15,22.0,90503,4.0,1.5,3.0,0,0.0,0.0,0,1.0,0
946,57.0,32,33.0,91745,1.0,1.5,2.0,0,0.0,0.0,1,0.0,0
947,36.0,11,64.0,91355,4.0,2.1,3.0,0,0.0,0.0,0,0.0,0
948,55.0,29,60.0,94305,3.0,2.2,3.0,84,0.0,0.0,1,0.0,0
949,30.0,4,81.0,92037,1.0,2.9,3.0,259,0.0,0.0,1,1.0,0
950,40.0,16,45.0,94720,3.0,0.6,2.0,204,0.0,0.0,1,0.0,0
951,32.0,6,112.0,95054,4.0,1.8,2.0,0,0.0,0.0,1,0.0,0
952,59.0,34,83.0,94105,2.0,3.4,3.0,0,0.0,0.0,1,0.0,1
953,44.0,20,180.0,93943,2.0,7.6,1.0,524,0.0,0.0,0,1.0,0
954,51.0,26,28.0,92130,4.0,0.2,2.0,0,1.0,0.0,1,0.0,0
955,37.0,12,169.0,91107,2.0,5.2,3.0,249,0.0,0.0,1,0.0,1
956,59.0,35,14.0,90840,4.0,0.7,1.0,0,0.0,0.0,1,0.0,0
957,37.0,11,43.0,90250,1.0,2.0,1.0,0,0.0,0.0,1,0.0,0
958,56.0,32,88.0,94309,2.0,0.3,1.0,0,0.0,0.0,1,0.0,0
959,55.0,29,78.0,90747,4.0,2.6,3.0,0,0.0,0.0,0,1.0,0
960,49.0,24,68.0,94143,1.0,0.2,2.0,163,0.0,0.0,0,0.0,0
961,46.0,22,144.0,93611,2.0,3.3,1.0,0,0.0,0.0,1,1.0,0
962,35.0,9,30.0,94114,4.0,1.0,1.0,163,0.0,0.0,1,0.0,0
963,47.0,21,120.0,95833,1.0,0.0,1.0,135,0.0,0.0,0,0.0,0
964,39.0,14,24.0,94305,2.0,0.3,2.0,0,0.0,0.0,0,0.0,0
965,27.0,1,78.0,92037,4.0,2.3,3.0,157,1.0,0.0,1,0.0,0
966,62.0,36,135.0,94301,2.0,5.2,2.0,0,0.0,0.0,1,0.0,1
967,57.0,32,44.0,91605,2.0,1.6,3.0,0,0.0,0.0,0,0.0,0
968,55.0,30,73.0,92675,4.0,3.8,2.0,0,0.0,0.0,1,0.0,0
969,55.0,31,90.0,92868,1.0,2.7,2.0,0,0.0,0.0,1,1.0,0
970,41.0,15,58.0,94704,3.0,0.5,3.0,0,0.0,0.0,1,0.0,0
971,57.0,32,75.0,94928,2.0,3.7,1.0,236,0.0,0.0,1,0.0,0
972,43.0,19,174.0,92028,3.0,1.7,3.0,231,0.0,1.0,1,1.0,1
973,40.0,16,50.0,92093,2.0,1.7,1.0,174,0.0,0.0,0,0.0,0
974,43.0,18,85.0,92703,1.0,4.0,3.0,287,0.0,0.0,1,0.0,0
975,63.0,38,54.0,90401,3.0,2.2,1.0,0,0.0,0.0,1,0.0,0
976,63.0,38,83.0,92122,2.0,3.4,1.0,0,0.0,0.0,0,0.0,1
977,54.0,30,24.0,94109,4.0,0.2,1.0,0,1.0,0.0,0,0.0,0
978,54.0,30,45.0,95134,4.0,1.1,2.0,205,0.0,0.0,1,0.0,0
979,52.0,26,68.0,92068,1.0,0.8,3.0,0,0.0,0.0,1,1.0,0
980,50.0,26,48.0,94720,4.0,0.1,3.0,0,0.0,0.0,0,1.0,0
981,38.0,13,114.0,92697,1.0,1.0,3.0,0,0.0,0.0,1,1.0,0
982,36.0,12,142.0,90064,3.0,2.3,2.0,0,0.0,1.0,1,1.0,1
983,58.0,33,52.0,94402,3.0,0.5,2.0,0,0.0,0.0,0,1.0,0
984,46.0,22,142.0,92220,2.0,3.3,1.0,0,0.0,0.0,0,0.0,0
985,50.0,25,15.0,92173,1.0,0.4,3.0,0,0.0,0.0,0,0.0,0
986,46.0,22,118.0,92120,1.0,4.7,1.0,159,0.0,0.0,0,1.0,0
987,53.0,27,101.0,90245,4.0,4.9,1.0,0,0.0,0.0,1,0.0,0
988,62.0,36,84.0,94609,2.0,2.8,1.0,0,0.0,0.0,1,0.0,0
989,63.0,39,32.0,94998,1.0,1.9,2.0,100,0.0,0.0,0,0.0,0
990,42.0,16,64.0,94607,3.0,0.5,3.0,247,0.0,0.0,0,0.0,0
991,34.0,10,81.0,94002,4.0,3.4,1.0,0,0.0,0.0,1,0.0,0
992,40.0,14,28.0,94025,4.0,1.5,3.0,0,0.0,0.0,0,1.0,0
993,34.0,9,93.0,94608,1.0,0.0,1.0,0,0.0,0.0,1,0.0,0
994,41.0,15,185.0,91775,1.0,3.6,2.0,0,0.0,0.0,0,0.0,1
995,32.0,8,42.0,90650,1.0,1.8,2.0,0,0.0,0.0,0,0.0,0
996,28.0,3,45.0,94305,2.0,1.6,3.0,0,0.0,0.0,1,1.0,0
997,33.0,6,49.0,92037,2.0,1.67,2.0,214,0.0,0.0,0,0.0,0
998,46.0,20,69.0,92780,3.0,2.1,1.0,0,0.0,0.0,0,0.0,0
999,52.0,27,94.0,93106,1.0,2.8,2.0,333,0.0,0.0,1,0.0,0
1000,60.0,35,18.0,92120,1.0,1.5,2.0,0,0.0,0.0,1,1.0,0
1001,59.0,35,8.0,92691,4.0,0.7,1.0,91,1.0,0.0,0,0.0,0
1002,57.0,32,55.0,90717,4.0,2.1,1.0,108,0.0,0.0,1,0.0,0
1003,46.0,20,85.0,95617,2.0,0.4,3.0,0,0.0,0.0,0,0.0,0
1004,25.0,1,62.0,94720,4.0,0.0,1.0,229,0.0,0.0,1,0.0,0
1005,53.0,23,65.0,95054,4.0,2.0,3.0,0,0.0,0.0,1,0.0,0
1006,38.0,12,138.0,95112,2.0,0.0,1.0,0,1.0,0.0,1,0.0,0
1007,63.0,38,103.0,91103,1.0,2.5,1.0,0,0.0,0.0,1,0.0,0
1008,44.0,19,99.0,95064,3.0,3.5,3.0,357,0.0,0.0,0,0.0,1
1009,50.0,24,152.0,92220,1.0,7.3,1.0,0,0.0,0.0,1,0.0,0
1010,28.0,3,25.0,91330,2.0,0.9,3.0,140,0.0,0.0,1,0.0,0
1011,27.0,3,98.0,95616,2.0,2.5,1.0,361,1.0,1.0,1,1.0,0
1012,52.0,27,39.0,94304,2.0,0.7,2.0,166,0.0,0.0,1,0.0,0
1013,50.0,25,40.0,95820,1.0,1.3,2.0,0,0.0,0.0,1,1.0,0
1014,39.0,13,58.0,94551,3.0,2.1,1.0,169,0.0,0.0,1,0.0,0
1015,50.0,26,192.0,90245,2.0,1.8,3.0,301,0.0,1.0,1,1.0,1
1016,60.0,34,62.0,94303,1.0,0.8,2.0,0,0.0,0.0,0,0.0,0
1017,30.0,5,69.0,94720,1.0,0.8,2.0,0,1.0,0.0,1,0.0,0
1018,31.0,5,40.0,94305,4.0,1.3,3.0,170,0.0,0.0,0,0.0,0
1019,39.0,15,61.0,90018,2.0,0.6,3.0,127,0.0,0.0,0,0.0,0
1020,29.0,3,30.0,91745,4.0,0.3,2.0,157,0.0,0.0,0,0.0,0
1021,54.0,29,29.0,90071,1.0,1.5,2.0,97,0.0,0.0,1,0.0,0
1022,35.0,8,41.0,92612,2.0,1.0,2.0,0,0.0,0.0,1,1.0,0
1023,27.0,3,118.0,95605,1.0,3.3,2.0,0,0.0,0.0,1,0.0,1
1024,45.0,20,109.0,94117,1.0,7.0,1.0,366,0.0,0.0,1,0.0,0
1025,58.0,33,122.0,93711,4.0,0.2,2.0,0,0.0,1.0,1,0.0,1
1026,62.0,37,50.0,94545,3.0,1.5,1.0,169,0.0,0.0,1,0.0,0
1027,28.0,4,43.0,95616,3.0,0.1,2.0,0,0.0,0.0,1,0.0,0
1028,32.0,7,108.0,94550,1.0,4.6,1.0,0,1.0,0.0,0,0.0,0
1029,29.0,4,110.0,92096,4.0,2.5,3.0,0,0.0,0.0,0,0.0,1
1030,41.0,17,20.0,94720,1.0,1.4,3.0,0,0.0,0.0,1,0.0,0
1031,61.0,35,112.0,90024,4.0,1.7,3.0,0,0.0,0.0,0,1.0,0
1032,56.0,32,25.0,95403,1.0,0.1,2.0,136,0.0,0.0,1,0.0,0
1033,37.0,12,42.0,94720,3.0,0.7,2.0,0,0.0,0.0,1,1.0,0
1034,60.0,34,29.0,95973,2.0,0.3,1.0,0,0.0,0.0,1,0.0,0
1035,49.0,23,84.0,90095,3.0,2.1,1.0,134,1.0,0.0,1,0.0,0
1036,43.0,17,81.0,94720,4.0,2.6,3.0,0,1.0,0.0,1,0.0,0
1037,53.0,28,55.0,94720,4.0,0.9,1.0,119,0.0,0.0,1,1.0,0
1038,35.0,11,40.0,93106,1.0,2.4,2.0,0,1.0,0.0,1,0.0,0
1039,56.0,30,145.0,95831,4.0,5.7,2.0,0,0.0,1.0,1,1.0,1
1040,41.0,16,175.0,94304,2.0,1.1,3.0,0,0.0,0.0,1,0.0,1
1041,36.0,6,78.0,91107,4.0,1.8,3.0,163,0.0,0.0,0,0.0,0
1042,56.0,32,51.0,92780,4.0,1.5,1.0,0,0.0,0.0,0,0.0,0
1043,64.0,34,50.0,95616,4.0,1.67,3.0,0,0.0,0.0,1,0.0,0
1044,51.0,27,21.0,95630,3.0,0.4,1.0,0,0.0,0.0,1,0.0,0
1045,49.0,24,79.0,95827,1.0,0.2,2.0,83,0.0,0.0,1,1.0,0
1046,43.0,18,84.0,92096,1.0,4.0,3.0,0,0.0,0.0,0,0.0,0
1047,51.0,26,34.0,94105,4.0,0.4,2.0,0,0.0,0.0,0,0.0,0
1048,55.0,31,73.0,94143,4.0,1.6,2.0,0,0.0,0.0,0,0.0,0
1049,62.0,37,90.0,95747,3.0,0.5,1.0,0,0.0,0.0,1,0.0,0
1050,35.0,10,23.0,94501,4.0,0.2,3.0,0,0.0,0.0,1,0.0,0
1051,53.0,27,145.0,90095,2.0,6.1,3.0,294,0.0,1.0,1,1.0,1
1052,33.0,7,54.0,92886,4.0,0.2,1.0,141,1.0,0.0,0,0.0,0
1053,43.0,17,49.0,95812,3.0,2.2,2.0,103,0.0,0.0,1,1.0,0
1054,58.0,32,51.0,95819,1.0,2.8,2.0,0,0.0,0.0,1,0.0,0
1055,63.0,38,8.0,95136,4.0,0.6,2.0,0,0.0,0.0,1,0.0,0
1056,31.0,6,62.0,95630,1.0,1.0,,0,1.0,0.0,1,0.0,0
1057,36.0,6,25.0,95020,1.0,0.67,3.0,0,0.0,0.0,1,0.0,0
1058,30.0,0,63.0,95503,2.0,1.75,3.0,0,0.0,0.0,1,0.0,0
1059,59.0,34,24.0,94105,2.0,0.2,3.0,86,0.0,0.0,1,0.0,0
1060,28.0,2,11.0,91203,1.0,0.1,2.0,0,0.0,0.0,1,1.0,0
1061,59.0,34,23.0,93111,1.0,0.1,1.0,0,0.0,0.0,0,1.0,0
1062,47.0,22,33.0,91105,1.0,1.4,3.0,0,0.0,0.0,1,0.0,0
1063,47.0,21,83.0,92220,1.0,3.8,1.0,97,0.0,0.0,0,0.0,1
1064,56.0,30,39.0,90024,3.0,1.4,1.0,131,0.0,0.0,0,1.0,0
1065,41.0,17,138.0,95008,3.0,6.9,2.0,0,0.0,0.0,1,0.0,1
1066,25.0,1,113.0,90401,3.0,2.5,1.0,0,0.0,0.0,0,1.0,0
1067,30.0,5,125.0,90016,4.0,0.5,3.0,0,0.0,1.0,1,0.0,1
1068,50.0,24,195.0,95035,1.0,1.7,1.0,0,0.0,0.0,0,0.0,0
1069,34.0,9,105.0,90035,3.0,1.2,3.0,0,1.0,0.0,0,0.0,0
1070,44.0,18,75.0,91203,2.0,3.5,1.0,0,0.0,0.0,1,0.0,1
1071,36.0,9,40.0,90840,2.0,1.0,2.0,0,0.0,0.0,1,0.0,0
1072,39.0,14,61.0,94005,3.0,0.5,3.0,137,0.0,0.0,1,0.0,0
1073,54.0,24,75.0,90089,2.0,4.5,3.0,0,0.0,0.0,0,0.0,0
1074,33.0,8,122.0,94583,1.0,0.0,1.0,0,0.0,0.0,1,1.0,0
1075,39.0,14,75.0,95762,3.0,3.0,1.0,0,0.0,0.0,0,1.0,0
1076,41.0,15,59.0,90024,4.0,0.2,3.0,0,0.0,0.0,0,0.0,0
1077,40.0,13,24.0,94608,3.0,1.0,2.0,0,0.0,0.0,1,0.0,0
1078,29.0,3,175.0,90095,3.0,3.3,3.0,329,0.0,0.0,1,0.0,1
1079,51.0,27,39.0,92709,2.0,0.8,1.0,182,0.0,0.0,0,1.0,0
1080,54.0,30,145.0,94591,2.0,6.8,1.0,0,1.0,0.0,0,0.0,0
1081,47.0,22,24.0,90717,4.0,0.4,2.0,142,0.0,0.0,1,0.0,0
1082,53.0,28,20.0,94080,3.0,0.1,2.0,0,0.0,0.0,0,0.0,0
1083,30.0,5,85.0,94115,1.0,2.6,2.0,0,0.0,0.0,1,0.0,0
1084,28.0,3,65.0,95014,3.0,2.6,3.0,0,1.0,0.0,0,0.0,0
1085,60.0,35,191.0,93407,4.0,5.6,3.0,0,0.0,0.0,0,0.0,1
1086,51.0,26,11.0,92612,2.0,0.0,1.0,0,1.0,0.0,0,0.0,0
1087,63.0,37,40.0,94024,2.0,1.0,3.0,167,0.0,0.0,0,0.0,0
1088,38.0,13,54.0,92028,3.0,0.7,2.0,196,0.0,0.0,0,0.0,0
1089,59.0,35,95.0,95521,1.0,3.8,1.0,0,0.0,0.0,1,1.0,0
1090,53.0,29,94.0,92103,4.0,1.0,2.0,0,0.0,0.0,1,0.0,0
1091,31.0,5,79.0,94720,4.0,2.2,2.0,0,0.0,0.0,0,0.0,0
1092,41.0,17,48.0,94720,3.0,0.3,3.0,0,0.0,0.0,1,1.0,0
1093,25.0,1,70.0,92120,4.0,2.6,1.0,0,1.0,0.0,1,0.0,0
1094,27.0,3,40.0,94550,3.0,0.1,2.0,111,0.0,0.0,1,0.0,0
1095,50.0,24,44.0,94086,4.0,1.8,1.0,0,0.0,0.0,1,1.0,0
1096,50.0,25,43.0,92129,1.0,1.4,3.0,137,0.0,0.0,1,0.0,0
1097,43.0,18,29.0,90245,1.0,0.3,3.0,0,0.0,0.0,1,0.0,0
1098,50.0,24,188.0,92007,3.0,1.3,1.0,184,0.0,0.0,0,1.0,1
1099,46.0,20,114.0,90720,1.0,0.0,1.0,0,0.0,0.0,1,1.0,0
1100,30.0,6,52.0,92717,3.0,0.7,2.0,0,0.0,0.0,1,0.0,0
1101,42.0,16,13.0,91711,1.0,0.2,1.0,0,0.0,0.0,1,0.0,0
1102,42.0,17,95.0,90095,3.0,0.5,3.0,0,0.0,0.0,0,0.0,0
1103,29.0,3,84.0,95023,1.0,2.9,3.0,0,0.0,0.0,1,0.0,0
1104,38.0,14,49.0,90037,1.0,1.8,1.0,0,0.0,0.0,0,0.0,0
1105,51.0,25,181.0,93106,1.0,1.7,1.0,0,0.0,0.0,1,1.0,0
1106,35.0,10,182.0,95051,1.0,0.3,2.0,229,0.0,1.0,1,1.0,1
1107,37.0,13,70.0,92101,2.0,2.7,1.0,0,0.0,0.0,0,0.0,0
1108,47.0,21,79.0,94110,3.0,1.1,1.0,185,0.0,0.0,1,1.0,0
1109,55.0,29,61.0,95051,4.0,2.8,2.0,0,0.0,0.0,1,1.0,0
1110,65.0,41,121.0,92126,2.0,2.1,1.0,0,0.0,0.0,1,0.0,0
1111,58.0,33,34.0,92028,3.0,0.2,1.0,83,0.0,0.0,1,0.0,0
1112,54.0,28,183.0,90071,1.0,1.0,1.0,442,0.0,0.0,0,0.0,0
1113,52.0,28,51.0,94949,1.0,1.6,3.0,0,1.0,0.0,0,1.0,0
1114,28.0,2,70.0,90630,3.0,0.3,3.0,0,0.0,0.0,0,1.0,0
1115,32.0,8,39.0,95827,1.0,1.7,1.0,0,0.0,0.0,1,1.0,0
1116,51.0,24,84.0,94117,3.0,2.0,2.0,0,0.0,0.0,0,0.0,0
1117,43.0,18,122.0,92056,1.0,7.0,1.0,0,0.0,0.0,1,1.0,0
1118,42.0,18,145.0,94709,1.0,1.7,1.0,132,0.0,0.0,1,1.0,0
1119,42.0,17,98.0,95670,2.0,0.4,1.0,0,0.0,0.0,1,1.0,0
1120,41.0,16,79.0,96064,1.0,1.0,3.0,233,0.0,0.0,1,0.0,0
1121,34.0,8,38.0,94304,2.0,2.0,3.0,0,0.0,0.0,1,1.0,0
1122,30.0,6,49.0,91330,3.0,0.7,2.0,196,0.0,0.0,0,1.0,0
1123,32.0,7,38.0,90041,1.0,1.0,1.0,0,0.0,0.0,1,0.0,0
1124,46.0,20,91.0,92521,4.0,2.6,3.0,0,0.0,0.0,0,0.0,0
1125,38.0,12,29.0,94022,4.0,0.2,1.0,0,0.0,0.0,0,1.0,0
1126,37.0,13,172.0,95003,2.0,6.5,1.0,0,0.0,0.0,0,0.0,0
1127,32.0,8,104.0,95192,2.0,3.7,1.0,0,0.0,0.0,0,1.0,1
1128,35.0,9,58.0,91101,1.0,2.5,1.0,0,0.0,0.0,1,1.0,0
1129,30.0,5,171.0,94025,2.0,1.9,2.0,0,0.0,0.0,0,0.0,1
1130,30.0,4,73.0,94305,3.0,3.3,1.0,0,0.0,1.0,1,1.0,1
1131,58.0,32,191.0,94402,1.0,2.9,1.0,0,0.0,0.0,0,0.0,0
1132,57.0,27,90.0,91709,2.0,4.5,3.0,0,0.0,0.0,1,0.0,0
1133,34.0,9,55.0,94920,3.0,2.3,1.0,0,1.0,1.0,1,1.0,0
1134,31.0,4,28.0,94126,1.0,2.0,2.0,0,0.0,0.0,0,0.0,0
1135,39.0,14,42.0,95616,1.0,2.5,3.0,0,0.0,0.0,1,0.0,0
1136,57.0,33,9.0,93106,1.0,0.1,2.0,91,1.0,0.0,1,0.0,0
1137,47.0,21,65.0,94086,1.0,1.5,2.0,0,1.0,0.0,1,0.0,0
1138,51.0,26,134.0,90230,4.0,4.5,3.0,0,1.0,1.0,1,0.0,1
1139,30.0,6,83.0,93101,4.0,3.4,1.0,0,1.0,0.0,1,0.0,0
1140,55.0,28,38.0,95616,3.0,1.0,2.0,0,0.0,0.0,1,0.0,0
1141,32.0,6,13.0,94611,4.0,0.3,1.0,0,0.0,0.0,1,1.0,0
1142,32.0,7,143.0,91365,3.0,2.9,3.0,0,0.0,0.0,1,0.0,1
1143,44.0,20,75.0,91335,4.0,1.9,1.0,0,0.0,0.0,0,0.0,0
1144,33.0,7,120.0,94022,1.0,3.2,3.0,0,0.0,0.0,1,0.0,1
1145,49.0,24,91.0,95822,1.0,2.8,2.0,0,0.0,0.0,0,0.0,0
1146,32.0,6,99.0,92101,2.0,1.5,3.0,0,0.0,0.0,0,1.0,0
1147,31.0,7,71.0,90034,1.0,0.1,1.0,78,1.0,0.0,0,0.0,0
1148,37.0,13,111.0,91367,1.0,0.8,2.0,0,0.0,0.0,0,0.0,0
1149,41.0,15,108.0,90034,1.0,5.2,1.0,0,0.0,0.0,0,0.0,0
1150,56.0,32,158.0,91763,1.0,7.4,1.0,0,0.0,0.0,0,0.0,0
1151,55.0,31,81.0,95521,3.0,2.67,1.0,0,0.0,0.0,1,0.0,0
1152,49.0,23,12.0,94720,2.0,0.1,3.0,0,1.0,1.0,1,0.0,0
1153,63.0,37,21.0,95831,2.0,0.4,1.0,0,0.0,0.0,1,0.0,0
1154,55.0,30,55.0,92821,4.0,0.9,1.0,215,0.0,0.0,1,1.0,0
1155,59.0,35,42.0,93555,1.0,1.8,3.0,0,0.0,0.0,1,0.0,0
1156,41.0,16,81.0,92653,2.0,0.4,1.0,0,0.0,0.0,0,1.0,0
1157,49.0,25,13.0,94305,4.0,0.2,1.0,87,0.0,0.0,0,0.0,0
1158,48.0,23,132.0,94998,1.0,0.6,1.0,157,0.0,0.0,0,0.0,0
1159,41.0,16,99.0,92660,1.0,1.0,3.0,0,0.0,0.0,1,0.0,0
1160,50.0,26,23.0,92028,4.0,0.2,1.0,0,0.0,0.0,0,1.0,0
1161,28.0,1,40.0,95134,1.0,2.0,2.0,0,1.0,0.0,1,0.0,0
1162,36.0,11,181.0,94309,3.0,1.4,1.0,0,0.0,0.0,0,0.0,1
1163,38.0,14,112.0,94501,2.0,2.2,1.0,394,0.0,0.0,0,0.0,0
1164,34.0,9,138.0,94720,2.0,7.8,1.0,227,0.0,0.0,1,0.0,0
1165,41.0,17,94.0,90071,3.0,3.8,2.0,327,1.0,1.0,1,0.0,1
1166,43.0,19,113.0,91203,1.0,1.7,1.0,0,0.0,0.0,0,0.0,0
1167,30.0,5,112.0,91711,4.0,5.0,2.0,0,0.0,0.0,0,1.0,1
1168,37.0,12,190.0,92354,2.0,3.0,1.0,475,0.0,0.0,1,0.0,0
1169,62.0,37,38.0,91706,1.0,1.1,3.0,0,0.0,0.0,1,0.0,0
1170,40.0,16,32.0,92110,1.0,1.4,3.0,158,0.0,0.0,1,0.0,0
1171,35.0,10,104.0,91320,3.0,0.6,2.0,0,0.0,0.0,0,1.0,0
1172,64.0,40,43.0,95014,1.0,1.9,2.0,0,0.0,0.0,1,0.0,0
1173,49.0,24,45.0,92104,3.0,1.7,2.0,0,1.0,0.0,1,0.0,0
1174,24.0,-1,35.0,94305,2.0,1.7,2.0,0,0.0,0.0,0,0.0,0
1175,36.0,10,42.0,93106,4.0,1.2,2.0,0,0.0,0.0,1,1.0,0
1176,29.0,4,58.0,91006,1.0,0.8,2.0,0,0.0,0.0,1,1.0,0
1177,29.0,3,103.0,90049,4.0,3.4,1.0,0,0.0,0.0,1,0.0,1
1178,28.0,3,71.0,90405,1.0,3.3,2.0,149,1.0,1.0,1,0.0,1
1179,33.0,7,14.0,94025,1.0,0.4,2.0,98,0.0,0.0,1,0.0,0
1180,36.0,11,98.0,90291,3.0,1.2,3.0,0,1.0,0.0,0,1.0,0
1181,42.0,17,90.0,90504,1.0,0.1,2.0,0,0.0,0.0,0,1.0,0
1182,25.0,0,65.0,90095,4.0,0.2,1.0,0,1.0,0.0,0,0.0,0
1183,28.0,2,19.0,94720,4.0,0.4,1.0,0,0.0,0.0,1,1.0,0
1184,50.0,25,35.0,94105,3.0,1.7,2.0,0,0.0,0.0,1,1.0,0
1185,34.0,9,71.0,90041,4.0,1.3,1.0,0,0.0,0.0,1,0.0,0
1186,43.0,19,31.0,94025,3.0,0.5,1.0,0,0.0,0.0,0,0.0,0
1187,62.0,38,43.0,94928,4.0,1.2,2.0,0,0.0,0.0,1,0.0,0
1188,61.0,36,24.0,94309,1.0,1.5,2.0,87,1.0,0.0,0,0.0,0
1189,45.0,19,58.0,94305,2.0,0.4,3.0,0,1.0,0.0,0,1.0,0
1190,42.0,17,115.0,92717,2.0,0.4,1.0,0,0.0,0.0,1,0.0,0
1191,39.0,15,168.0,93117,2.0,8.0,1.0,152,1.0,0.0,0,0.0,0
1192,29.0,5,128.0,94111,1.0,1.5,1.0,0,0.0,0.0,1,1.0,0
1193,45.0,20,138.0,92870,1.0,7.0,1.0,0,0.0,0.0,0,1.0,0
1194,58.0,32,81.0,92121,3.0,1.7,2.0,0,0.0,0.0,1,1.0,0
1195,29.0,3,41.0,94305,4.0,1.3,3.0,0,0.0,0.0,1,0.0,0
1196,32.0,7,123.0,92407,2.0,2.9,2.0,0,0.0,0.0,1,0.0,1
1197,37.0,13,71.0,94609,2.0,2.7,1.0,94,0.0,0.0,1,0.0,0
1198,48.0,23,8.0,92866,1.0,0.4,3.0,0,0.0,0.0,0,1.0,0
1199,40.0,14,42.0,94801,2.0,0.7,1.0,101,0.0,0.0,1,0.0,0
1200,29.0,4,62.0,92064,2.0,2.5,1.0,184,0.0,0.0,1,0.0,0
1201,36.0,12,22.0,92507,4.0,1.0,1.0,91,1.0,0.0,1,0.0,0
1202,35.0,8,38.0,95060,4.0,1.0,2.0,0,0.0,0.0,1,0.0,0
1203,35.0,11,24.0,95521,4.0,0.4,2.0,0,0.0,0.0,0,0.0,0
1204,62.0,37,50.0,91311,3.0,2.4,1.0,0,0.0,0.0,1,0.0,0
1205,26.0,1,190.0,91604,4.0,1.3,2.0,197,0.0,0.0,1,0.0,1
1206,32.0,7,94.0,91361,2.0,3.1,1.0,0,0.0,0.0,1,0.0,0
1207,63.0,37,165.0,95035,4.0,5.1,3.0,0,0.0,0.0,0,0.0,1
1208,38.0,12,43.0,94301,4.0,1.2,2.0,0,0.0,0.0,0,1.0,0
1209,50.0,26,48.0,91711,1.0,1.6,2.0,0,0.0,0.0,0,1.0,0
1210,46.0,21,52.0,91304,3.0,2.7,2.0,228,0.0,0.0,0,1.0,0
1211,50.0,24,84.0,93943,4.0,4.9,1.0,0,0.0,0.0,1,0.0,0
1212,61.0,36,131.0,92407,1.0,0.9,1.0,0,0.0,0.0,1,0.0,0
1213,34.0,8,44.0,91101,4.0,0.2,1.0,0,0.0,0.0,0,0.0,0
1214,27.0,2,78.0,93943,4.0,0.2,1.0,87,0.0,0.0,0,0.0,0
1215,61.0,36,15.0,92521,4.0,0.4,2.0,0,0.0,0.0,0,0.0,0
1216,45.0,20,38.0,94550,4.0,1.9,3.0,144,0.0,0.0,1,1.0,0
1217,50.0,25,84.0,91107,1.0,1.3,3.0,0,1.0,0.0,1,0.0,0
1218,44.0,20,122.0,94305,1.0,0.3,1.0,0,0.0,0.0,1,0.0,0
1219,62.0,36,98.0,92122,2.0,2.8,1.0,0,0.0,0.0,0,0.0,0
1220,45.0,18,80.0,92407,3.0,2.67,2.0,0,0.0,0.0,0,0.0,0
1221,41.0,17,165.0,94143,2.0,8.0,1.0,0,0.0,0.0,1,0.0,0
1222,30.0,5,121.0,94132,2.0,3.3,1.0,0,0.0,0.0,0,1.0,0
1223,61.0,37,20.0,90011,3.0,0.4,2.0,94,0.0,0.0,0,0.0,0
1224,45.0,19,11.0,96150,1.0,0.2,1.0,91,0.0,0.0,0,0.0,0
1225,59.0,35,45.0,94920,1.0,1.8,3.0,0,0.0,0.0,1,0.0,0
1226,30.0,6,118.0,94534,2.0,2.8,2.0,0,0.0,0.0,0,0.0,1
1227,60.0,36,14.0,90089,2.0,0.3,1.0,109,0.0,0.0,1,1.0,0
1228,39.0,13,30.0,92122,3.0,0.2,2.0,0,0.0,0.0,0,0.0,0
1229,56.0,30,45.0,92870,1.0,0.2,1.0,98,0.0,0.0,0,0.0,0
1230,56.0,32,80.0,94596,3.0,2.67,1.0,0,0.0,0.0,1,0.0,0
1231,27.0,1,25.0,94920,4.0,0.3,2.0,0,0.0,0.0,1,1.0,0
1232,66.0,41,144.0,94306,1.0,2.5,1.0,0,1.0,1.0,1,1.0,0
1233,43.0,19,84.0,92646,4.0,0.2,3.0,297,0.0,0.0,1,0.0,0
1234,53.0,29,22.0,93943,2.0,0.4,1.0,0,0.0,0.0,1,0.0,0
1235,44.0,18,33.0,90405,3.0,1.5,1.0,0,0.0,0.0,1,1.0,0
1236,54.0,28,60.0,94110,4.0,2.6,3.0,0,0.0,0.0,0,0.0,0
1237,31.0,6,81.0,95762,4.0,2.2,2.0,116,0.0,0.0,1,0.0,0
1238,38.0,13,169.0,92093,1.0,6.8,3.0,0,0.0,1.0,1,1.0,1
1239,28.0,2,63.0,91116,2.0,1.6,3.0,0,0.0,0.0,1,0.0,0
1240,51.0,26,12.0,90245,2.0,0.7,3.0,109,0.0,0.0,1,1.0,0
1241,52.0,27,15.0,91320,4.0,0.8,1.0,101,0.0,0.0,0,0.0,0
1242,64.0,38,39.0,92120,1.0,0.5,3.0,0,1.0,1.0,1,1.0,0
1243,29.0,4,44.0,91380,4.0,2.0,2.0,0,0.0,0.0,1,0.0,0
